match_id,match,teamInnings,battingPos,batsmanName,out/not_out,runs,balls,4s,6s,SR,
T207511,RCB Vs Super Kings,Super Kings,7,MSDhoni,out,2,3,0,0,66.66,
T207511,RCB Vs Super Kings,Super Kings,8,DwainePretorius,out,13,8,1,1,162.5,
T207511,RCB Vs Super Kings,Super Kings,9,SimarjeetSingh,not_out,2,2,0,0,100,
T207511,RCB Vs Super Kings,Super Kings,10,MaheeshTheekshana,not_out,7,4,0,1,175,
T209502,Titans Vs Punjab Kings,Titans,1,WriddhimanSaha,out,21,17,3,1,123.52,
T209502,Titans Vs Punjab Kings,Titans,2,ShubmanGill,out,9,6,2,0,150,
T209502,Titans Vs Punjab Kings,Titans,3,SaiSudharsan,not_out,65,50,5,1,130,
T209502,Titans Vs Punjab Kings,Titans,4,HardikPandya,out,1,7,0,0,14.28,
T209502,Titans Vs Punjab Kings,Titans,5,DavidMiller,out,11,14,0,0,78.57,
T209502,Titans Vs Punjab Kings,Titans,6,RahulTewatia,out,11,13,0,0,84.61,
T209502,Titans Vs Punjab Kings,Titans,7,RashidKhan,out,0,1,0,0,0,
T209502,Titans Vs Punjab Kings,Titans,8,PradeepSangwan,out,2,5,0,0,40,
T209502,Titans Vs Punjab Kings,Titans,9,LockieFerguson,out,5,3,1,0,166.66,
T209502,Titans Vs Punjab Kings,Titans,10,AlzarriJoseph,not_out,4,5,0,0,80,
T209502,Titans Vs Punjab Kings,Punjab Kings,1,JonnyBairstow,out,1,6,0,0,16.66,
T209502,Titans Vs Punjab Kings,Punjab Kings,2,ShikharDhawan,not_out,62,53,8,1,116.98,
T209502,Titans Vs Punjab Kings,Punjab Kings,3,BhanukaRajapaksa,out,40,28,5,1,142.85,
T209502,Titans Vs Punjab Kings,Punjab Kings,4,LiamLivingstone,not_out,30,10,2,3,300,
T201137,Royals Vs KKR,Royals,1,JosButtler,out,22,25,3,0,88,
T201137,Royals Vs KKR,Royals,2,DevduttPadikkal,out,2,5,0,0,40,
T201137,Royals Vs KKR,Royals,3,SanjuSamson,out,54,49,7,1,110.2,
T201137,Royals Vs KKR,Royals,4,KarunNair,out,13,13,1,0,100,
T201137,Royals Vs KKR,Royals,5,RiyanParag,out,19,12,1,2,158.33,
T201137,Royals Vs KKR,Royals,6,ShimronHetmyer,not_out,27,13,1,2,207.69,
T201137,Royals Vs KKR,Royals,7,RavichandranAshwin,not_out,6,5,0,0,120,
T201137,Royals Vs KKR,KKR,1,BabaIndrajith,out,15,16,2,0,93.75,
T201137,Royals Vs KKR,KKR,2,AaronFinch,out,4,7,0,0,57.14,
T201137,Royals Vs KKR,KKR,3,ShreyasIyer,out,34,32,3,1,106.25,
T201137,Royals Vs KKR,KKR,4,NitishRana,not_out,48,37,3,2,129.72,
T201137,Royals Vs KKR,KKR,5,RinkuSingh,not_out,42,23,6,1,182.6,
T206274,Super Kings Vs Sunrisers,Super Kings,1,RuturajGaikwad,out,99,57,6,6,173.68,
T206274,Super Kings Vs Sunrisers,Super Kings,2,DevonConway,not_out,85,55,8,4,154.54,
T206274,Super Kings Vs Sunrisers,Super Kings,3,MSDhoni,out,8,7,1,0,114.28,
T206274,Super Kings Vs Sunrisers,Super Kings,4,RavindraJadeja,not_out,1,1,0,0,100,
T206274,Super Kings Vs Sunrisers,Sunrisers,1,AbhishekSharma,out,39,24,5,1,162.5,
T206274,Super Kings Vs Sunrisers,Sunrisers,2,KaneWilliamson,out,47,37,2,2,127.02,
T206274,Super Kings Vs Sunrisers,Sunrisers,3,RahulTripathi,out,0,1,0,0,0,
T206274,Super Kings Vs Sunrisers,Sunrisers,4,AidenMarkram,out,17,10,0,2,170,
T206274,Super Kings Vs Sunrisers,Sunrisers,5,NicholasPooran,not_out,64,33,3,6,193.93,
T206274,Super Kings Vs Sunrisers,Sunrisers,6,ShashankSingh,out,15,14,1,0,107.14,
T206274,Super Kings Vs Sunrisers,Sunrisers,7,WashingtonSundar,out,2,2,0,0,100,
T206274,Super Kings Vs Sunrisers,Sunrisers,8,MarcoJansen,not_out,0,0,0,0,-,
T208561,Super Giants Vs Capitals,Super Giants,1,QuintondeKock,out,23,13,3,1,176.92,
T208561,Super Giants Vs Capitals,Super Giants,2,KLRahul,out,77,51,4,5,150.98,
T208561,Super Giants Vs Capitals,Super Giants,3,DeepakHooda,out,52,34,6,1,152.94,
T208561,Super Giants Vs Capitals,Super Giants,4,MarcusStoinis,not_out,17,16,1,1,106.25,
T208561,Super Giants Vs Capitals,Super Giants,5,KrunalPandya,not_out,9,6,0,0,150,
T208561,Super Giants Vs Capitals,Capitals,1,PrithviShaw,out,5,7,1,0,71.42,
T208561,Super Giants Vs Capitals,Capitals,2,DavidWarner,out,3,4,0,0,75,
T208561,Super Giants Vs Capitals,Capitals,3,MitchellMarsh,out,37,20,3,3,185,
T208561,Super Giants Vs Capitals,Capitals,4,RishabhPant,out,44,30,7,1,146.66,
T208561,Super Giants Vs Capitals,Capitals,5,LalitYadav,out,3,4,0,0,75,
T208561,Super Giants Vs Capitals,Capitals,6,RovmanPowell,out,35,21,3,2,166.66,
T208561,Super Giants Vs Capitals,Capitals,7,AxarPatel,not_out,42,24,1,3,175,
T208561,Super Giants Vs Capitals,Capitals,8,ShardulThakur,out,1,2,0,0,50,
T208561,Super Giants Vs Capitals,Capitals,9,KuldeepYadav,not_out,16,8,1,1,200,
T204259,Royals Vs Mumbai,Royals,1,JosButtler,out,67,52,5,4,128.84,
T204259,Royals Vs Mumbai,Royals,2,DevduttPadikkal,out,15,15,3,0,100,
T204259,Royals Vs Mumbai,Royals,3,SanjuSamson,out,16,7,0,2,228.57,
T204259,Royals Vs Mumbai,Royals,4,DarylMitchell,out,17,20,1,0,85,
T204259,Royals Vs Mumbai,Royals,5,ShimronHetmyer,not_out,6,14,0,0,42.85,
T204259,Royals Vs Mumbai,Royals,6,RiyanParag,out,3,3,0,0,100,
T204259,Royals Vs Mumbai,Royals,7,RavichandranAshwin,out,21,9,3,1,233.33,
T204259,Royals Vs Mumbai,Royals,8,TrentBoult,not_out,1,1,0,0,100,
T204259,Royals Vs Mumbai,Mumbai,1,RohitSharma,out,2,5,0,0,40,
T204259,Royals Vs Mumbai,Mumbai,2,IshanKishan,out,26,18,4,1,144.44,
T204259,Royals Vs Mumbai,Mumbai,3,SuryakumarYadav,out,51,39,5,2,130.76,
T204259,Royals Vs Mumbai,Mumbai,4,TilakVarma,out,35,30,1,2,116.66,
T204259,Royals Vs Mumbai,Mumbai,5,KieronPollard,out,10,14,0,0,71.42,
T204259,Royals Vs Mumbai,Mumbai,6,TimDavid,not_out,20,9,2,1,222.22,
T204259,Royals Vs Mumbai,Mumbai,7,DanielSams,not_out,6,1,0,1,600,
T208841,RCB Vs Titans,RCB,1,ViratKohli,out,58,53,6,1,109.43,
T208841,RCB Vs Titans,RCB,2,FafduPlessis,out,0,4,0,0,0,
T208841,RCB Vs Titans,RCB,3,RajatPatidar,out,52,32,5,2,162.5,
T208841,RCB Vs Titans,RCB,4,GlennMaxwell,out,33,18,3,2,183.33,
T208841,RCB Vs Titans,RCB,5,DineshKarthik,out,2,3,0,0,66.66,
T208841,RCB Vs Titans,RCB,6,ShahbazAhmed,not_out,2,2,0,0,100,
T208841,RCB Vs Titans,RCB,7,MahipalLomror,out,16,8,2,1,200,
T208841,RCB Vs Titans,Titans,1,WriddhimanSaha,out,29,22,4,0,131.81,
T208841,RCB Vs Titans,Titans,2,ShubmanGill,out,31,28,3,1,110.71,
T208841,RCB Vs Titans,Titans,3,SaiSudharsan,out,20,14,2,0,142.85,
T208841,RCB Vs Titans,Titans,4,HardikPandya,out,3,5,0,0,60,
T208841,RCB Vs Titans,Titans,5,DavidMiller,not_out,39,24,4,1,162.5,
T208841,RCB Vs Titans,Titans,6,RahulTewatia,not_out,43,25,5,2,172,
T207116,Super Giants Vs Punjab Kings,Super Giants,1,QuintondeKock,out,46,37,4,2,124.32,
T207116,Super Giants Vs Punjab Kings,Super Giants,2,KLRahul,out,6,11,1,0,54.54,
T207116,Super Giants Vs Punjab Kings,Super Giants,3,DeepakHooda,out,34,28,1,2,121.42,
T207116,Super Giants Vs Punjab Kings,Super Giants,4,KrunalPandya,out,7,7,1,0,100,
T207116,Super Giants Vs Punjab Kings,Super Giants,5,MarcusStoinis,out,1,4,0,0,25,
T207116,Super Giants Vs Punjab Kings,Super Giants,6,AyushBadoni,out,4,4,0,0,100,
T207116,Super Giants Vs Punjab Kings,Super Giants,7,JasonHolder,out,11,8,0,1,137.5,
T207116,Super Giants Vs Punjab Kings,Super Giants,8,DushmanthaChameera,out,17,10,0,2,170,
T207116,Super Giants Vs Punjab Kings,Super Giants,9,MohsinKhan,not_out,13,6,1,1,216.66,
T207116,Super Giants Vs Punjab Kings,Super Giants,10,AveshKhan,not_out,2,5,0,0,40,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,1,MayankAgarwal,out,25,17,2,2,147.05,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,2,ShikharDhawan,out,5,15,0,0,33.33,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,3,JonnyBairstow,out,32,28,5,0,114.28,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,4,BhanukaRajapaksa,out,9,7,1,0,128.57,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,5,LiamLivingstone,out,18,16,0,2,112.5,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,6,JiteshSharma,out,2,5,0,0,40,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,7,RishiDhawan,not_out,21,22,3,1,95.45,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,8,KagisoRabada,out,2,5,0,0,40,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,9,RahulChahar,out,4,4,1,0,100,
T207116,Super Giants Vs Punjab Kings,Punjab Kings,10,ArshdeepSingh,not_out,0,2,0,0,0,
T209582,KKR Vs Capitals,KKR,1,AaronFinch,out,3,7,0,0,42.85,
T209582,KKR Vs Capitals,KKR,2,VenkateshIyer,out,6,12,0,0,50,
T209582,KKR Vs Capitals,KKR,3,ShreyasIyer,out,42,37,4,0,113.51,
T209582,KKR Vs Capitals,KKR,4,BabaIndrajith,out,6,8,0,0,75,
T209582,KKR Vs Capitals,KKR,5,SunilNarine,out,0,1,0,0,0,
T209582,KKR Vs Capitals,KKR,6,NitishRana,out,57,34,3,4,167.64,
T209582,KKR Vs Capitals,KKR,7,AndreRussell,out,0,3,0,0,0,
T209582,KKR Vs Capitals,KKR,8,RinkuSingh,out,23,16,3,0,143.75,
T209582,KKR Vs Capitals,KKR,9,UmeshYadav,not_out,0,1,0,0,0,
T209582,KKR Vs Capitals,KKR,10,TimSouthee,out,0,1,0,0,0,
T209582,KKR Vs Capitals,KKR,11,HarshitRana,not_out,0,1,0,0,0,
